ID,Word_Count,Number_of_Sentence,Unique_Words,Average_Word_Length,Label
7131,50,9,20,3.288140887,1
5017,30,9,18,6.526482782,1
8558,30,8,18,4.021743962,1
4165,30,8,22,4.671511309,1
5418,30,8,21,5.030061013,1
1729,30,6,22,6.655177053,1
7068,30,7,16,4.823107761,1
3331,30,7,22,6.143185527,1
3084,30,9,20,5.426846967,1
5046,50,9,17,6.886494031,1
7036,30,6,23,5.3817257,1
1060,54,9,24,4.500184639,1
4894,30,4,16,6.191780097,1
6643,30,5,19,3.773541009,1
8955,30,6,24,6.366266772,1
5922,30,9,24,4.03096758,1
5909,31,7,20,3.921345803,1
3276,31,7,16,3.049623759,1
7596,31,4,17,6.771847348,1
1243,31,8,17,4.422658864,1
6301,31,7,18,3.188543732,1
7593,31,8,16,3.567280452,1
7476,31,9,20,4.359860953,1
6693,31,4,15,3.771788669,1
9600,28,7,24,6.437587517,1
9957,36,9,20,6.906749637,1
5697,32,8,25,5.318211394,1
3263,36,9,21,5.539026782,1
5079,28,7,15,3.693425785,1
5079,32,8,17,3.357883146,1
3190,32,8,19,4.227391963,1
4755,36,9,22,3.936903654,1
4836,16,4,18,5.458710545,1
6924,32,8,23,6.68071214,1
1449,32,8,20,3.644226261,1
8488,36,9,15,4.725294743,1
2931,20,5,21,5.470961718,1
4467,32,8,15,6.084321464,1
4635,56,9,25,4.36713151,1
2526,56,9,25,4.909272794,1
4080,56,9,18,3.153990271,1
7579,32,8,21,6.911063363,1
8928,32,7,23,4.833660672,1
5701,32,9,25,5.619749279,1
7427,32,9,15,4.518409443,1
5017,32,4,24,5.318969108,1
9851,32,6,17,6.054604509,1
9185,32,6,19,4.566075192,1
9199,32,4,21,6.154759858,1
2274,58,9,16,4.541032193,1
9181,32,5,20,5.734371154,1
9750,32,5,20,5.436252766,1
4113,32,4,19,4.204660507,1
8338,32,4,18,6.314495612,1
9530,33,9,25,4.161577826,1
8665,33,9,20,3.792353528,1
6403,33,5,18,3.984637922,1
7826,33,5,22,4.933346684,1
9580,33,8,17,4.619412682,1
3656,33,6,23,4.104736681,1
8752,33,6,25,4.750321648,1
6767,33,6,24,5.269843884,1
2855,33,9,16,4.009726229,1
5759,33,5,21,3.915526363,1
1571,33,4,23,3.839259942,1
5820,33,4,24,5.911287191,1
4622,33,4,20,3.634120326,1
3248,59,9,19,6.513037122,1
7760,34,7,24,3.05299214,1
2112,34,5,15,5.962398419,1
8333,34,6,21,3.146563942,1
6935,59,9,23,4.742995464,1
7985,34,6,18,6.198858433,1
7733,34,9,18,6.394409839,1
2083,34,8,22,4.519813508,1
9641,34,5,17,6.799752592,1
2150,34,7,25,3.503856015,1
6839,35,8,16,3.659907205,1
7456,35,4,19,6.378608376,1
3193,35,6,24,6.609791822,1
4473,35,9,25,6.396971828,1
5498,35,4,21,4.799500976,1
7150,35,9,17,3.45053473,1
4200,35,5,21,3.671416437,1
3075,35,7,21,4.637227911,1
4199,35,6,24,4.605703963,1
7974,36,9,21,6.937378963,1
7536,20,5,24,4.371582493,1
2913,36,9,21,3.750766871,1
7926,59,9,22,6.868451194,1
6367,60,9,21,6.700164995,1
3056,16,4,18,3.110015237,1
4422,16,4,23,3.013440486,1
3954,20,5,15,3.905710792,1
1748,28,7,23,6.16538814,1
6413,24,6,19,5.743070406,1
4142,36,6,25,6.999798916,1
7217,64,9,19,5.403791624,1
1873,36,7,24,4.149821789,1
2583,36,8,19,3.099576162,1
6534,36,8,19,5.773475902,1
1330,66,9,16,6.470633506,1
7813,36,9,19,6.054025325,1
6012,36,4,23,6.363803757,1
5885,36,7,23,3.998245299,1
5104,36,9,21,4.400280921,1
3258,36,6,22,4.966199674,1
4075,36,5,15,4.281008936,1
9370,67,9,17,4.113342697,1
8430,36,5,21,5.58128904,1
9692,36,5,21,5.075231469,1
1211,36,9,19,3.717461429,1
5209,36,7,16,4.481693968,1
1575,36,4,16,4.526169918,1
1122,37,7,20,3.868537275,1
6595,37,7,20,6.923470588,1
7080,67,9,22,5.516592204,1
8138,37,9,15,3.771641018,1
3913,37,5,25,3.855903085,1
9430,37,7,20,5.009899996,1
8869,37,8,18,3.952618536,1
1290,37,5,22,3.847978151,1
6370,37,5,22,6.674330324,1
6007,37,8,19,6.236702761,1
4004,37,4,15,6.478340241,1
7040,38,6,24,4.660581959,1
1940,67,9,17,5.060939724,1
8530,38,6,15,4.905264613,1
6110,38,8,22,5.619186319,1
3495,68,9,19,3.362599018,1
8188,38,7,23,4.350750084,1
3494,38,5,17,5.506779874,1
7277,38,8,15,5.939130574,1
6547,69,9,18,5.098524755,1
5323,38,7,17,6.035863367,1
6620,38,6,19,6.320377344,1
1640,38,4,22,3.802688847,1
8414,38,4,20,4.170854648,1
5754,38,4,20,5.924878788,1
2957,39,9,15,4.284894963,1
7709,70,9,19,3.162975292,1
1338,39,7,18,4.378432044,1
6771,39,8,20,4.701900678,1
4321,77,6,18,5.732778306,1
4765,39,5,23,5.131966937,1
9844,39,8,15,5.273575429,1
4793,39,4,23,6.187065532,1
5691,82,9,17,5.868610405,1
5634,39,7,22,6.48651983,1
8712,39,8,15,6.335705724,1
9111,39,5,25,4.390810122,1
3394,39,5,15,4.436629438,1
4048,39,4,19,3.862169834,1
1714,40,10,17,5.908209958,1
5100,40,10,15,4.767088008,1
9448,40,10,19,5.423558822,1
1469,40,10,16,3.207831661,1
1146,40,10,18,6.786222512,1
5379,40,10,19,5.994614049,1
3008,40,10,20,6.376012989,1
4030,40,10,23,4.295418198,1
4917,40,10,22,6.095038852,1
7343,40,10,18,4.117254617,1
5059,40,10,18,6.004561026,1
3451,40,10,22,6.017477834,1
1508,40,10,18,5.148620693,1
2670,40,10,15,3.014691247,1
4535,40,10,18,4.654430032,1
6383,40,10,25,3.406431635,1
5847,40,10,22,3.493486458,1
1898,40,10,21,4.740623826,1
6168,40,10,17,6.413978495,1
7660,40,10,18,3.127059129,1
9936,40,10,16,6.694603122,1
2642,40,10,20,4.804480328,1
1969,40,10,24,5.980406511,1
7353,40,10,22,3.530301078,1
6414,40,10,22,3.220046035,1
1931,40,10,16,3.900400248,1
1557,40,10,16,5.935263969,1
3082,40,10,22,5.089809426,1
8190,40,10,18,5.077223903,1
9953,40,10,18,4.756024403,1
4477,40,10,17,5.890071899,1
3737,40,10,15,3.592261161,1
7166,40,10,25,6.477883999,1
7025,40,10,15,4.771487896,1
8109,40,10,23,4.258359589,1
2746,40,10,17,3.620494952,1
7755,40,10,24,5.558662287,1
8967,40,10,18,4.390440513,1
6975,40,10,23,6.625014271,1
2315,40,10,20,3.633137987,1
1420,40,10,15,5.758116879,1
5169,40,10,22,3.767523889,1
6462,40,10,16,3.929594019,1
4988,40,10,19,4.862839461,1
8022,40,10,18,5.043566082,1
5970,40,10,21,3.5643515,1
9453,40,10,17,3.858138047,1
5097,40,10,21,4.471052737,1
7147,40,10,17,3.653275545,1
7111,40,10,15,4.455210804,1
2849,40,10,19,4.622719957,1
8909,40,10,23,6.874308725,1
8157,40,10,15,4.777541032,1
4018,40,10,19,6.267457795,1
7336,40,10,18,6.805336887,1
5512,40,10,20,3.078909374,1
1940,40,10,24,5.598380897,1
5015,40,10,16,3.448761465,1
5780,40,10,16,4.638861141,1
7583,40,10,18,6.731319552,1
8915,40,10,24,5.981974644,1
4116,40,10,25,6.108704965,1
2147,40,10,21,6.696842065,1
1671,40,10,22,4.204937963,1
5798,40,10,20,5.077063166,1
9136,40,10,15,5.875922909,1
9657,40,10,23,5.508431346,1
8092,40,10,19,4.814280901,1
9246,82,9,18,4.239496208,1
3376,40,8,22,3.28663125,1
5286,40,8,21,5.731310278,1
3108,40,6,22,4.438487101,1
7855,40,4,18,4.28319659,1
1818,40,4,18,4.12180285,1
9951,40,7,17,3.085382307,1
2658,40,4,20,4.085031681,1
6902,82,9,18,3.359470644,1
8265,86,4,15,3.9680602,1
1104,87,9,21,3.362805308,1
1758,92,9,21,4.648988612,1
1219,41,7,21,5.846071613,1
2706,41,7,24,5.375601604,1
2748,41,7,17,6.979515628,1
5547,92,7,24,5.94755444,1
3713,41,6,24,4.05763354,1
5393,41,6,17,3.165158182,1
1442,41,6,25,5.280506927,1
2877,41,5,17,4.808126001,1
9827,41,8,23,3.825764139,1
7120,41,4,24,6.355842069,1
8819,41,4,15,6.504609517,1
8355,98,9,19,5.009051733,1
4187,98,9,23,6.602843065,1
5310,36,9,25,3.222269829,1
6952,41,4,17,3.424906974,1
4606,42,5,15,6.185602658,1
1301,19,5,23,5.648651388,1
8221,42,4,18,4.162933785,1
4284,42,9,15,4.524660166,1
5780,42,7,22,6.001523349,1
1143,42,9,16,6.773012552,1
2008,42,6,24,5.936213749,1
5616,42,5,24,5.415159421,1
7426,36,9,15,3.69781682,1
7054,42,4,19,6.110595293,1
1053,43,8,17,6.5672186,1
1769,43,8,20,4.833162401,1
9862,43,4,24,3.288430843,1
1661,43,4,17,4.653900879,1
4027,43,7,18,3.190141952,1
8402,43,8,25,4.443396363,1
3481,44,11,23,3.405824767,1
6917,44,11,23,4.563116821,1
1656,44,11,21,4.289010528,1
9583,44,11,21,4.026649931,1
3016,44,11,15,5.185978525,1
6765,44,11,16,3.682035432,1
5067,44,11,20,5.971069931,1
5027,44,11,16,6.707991886,1
3949,44,11,25,5.504578074,1
4888,44,11,21,3.178069661,1
8675,44,11,16,3.867959277,1
7285,44,11,19,3.10635754,1
4717,44,11,17,6.061915097,1
3378,44,11,22,5.105320997,1
4840,44,11,22,4.909134633,1
8100,44,11,23,5.244514889,1
5136,44,11,17,4.867554713,1
1172,44,11,21,3.551126503,1
4067,44,11,20,6.987941769,1
7562,44,11,22,6.612322986,1
7000,44,11,23,5.60299998,1
7427,44,11,25,6.639611795,1
5974,44,11,18,3.095364644,1
6025,44,11,22,6.473760363,1
6511,44,11,24,4.949166943,1
4922,44,11,25,6.021470801,1
9000,44,11,24,6.243233145,1
8184,44,11,20,3.163981266,1
6103,44,11,23,3.835502544,1
6692,44,11,21,5.298925981,1
6587,44,11,19,5.17520992,1
6107,44,11,22,5.863471147,1
2819,44,11,15,4.299631977,1
9038,44,11,18,4.537799757,1
7593,44,11,24,6.488925611,1
1686,44,11,21,5.280089291,1
8011,44,11,24,6.29607855,1
1989,44,11,18,5.119325814,1
8586,44,11,18,4.590160684,1
5485,44,11,17,5.346631322,1
3423,44,11,23,5.179075868,1
1713,44,11,21,4.344312433,1
4700,44,11,23,4.512468985,1
5166,44,11,19,5.481239862,1
2439,44,11,18,3.252306621,1
2193,44,11,15,4.198694229,1
8869,44,11,17,5.052500085,1
8290,44,11,24,3.789225492,1
4794,44,11,17,6.661744382,1
3719,44,11,21,4.351080208,1
4815,44,11,19,6.864257389,1
2629,44,11,21,6.615470288,1
2798,44,11,20,5.938264148,1
9636,44,11,15,3.897036232,1
6085,44,11,19,6.817997224,1
6651,44,11,22,4.104446501,1
5895,44,11,20,5.067726279,1
1010,44,11,21,5.90860055,1
8432,44,11,22,3.630946818,1
2769,44,11,22,5.095962501,1
7475,44,11,17,3.957744443,1
8904,44,11,20,3.618892621,1
8937,44,11,21,5.364836112,1
3214,44,11,15,5.140767385,1
1255,44,11,20,4.349158119,1
8559,44,11,16,6.438644357,1
7387,44,11,16,4.00336767,1
2952,44,5,24,5.318877505,1
7685,28,7,22,3.434870346,1
4961,29,8,17,3.495281755,1
4752,44,6,15,6.768830451,1
9597,44,8,20,6.992967096,1
1083,44,6,15,3.328005355,1
9066,44,8,22,5.28907603,1
9266,44,4,19,6.372518665,1
9352,44,7,24,6.118032444,1
2165,44,7,23,4.7931548,1
5685,46,6,15,4.791117245,1
6130,20,8,22,4.938433487,1
3085,44,6,16,3.516586721,1
8240,44,6,18,4.653405717,1
9986,44,7,17,4.928010677,1
2554,44,4,25,3.421036522,1
1691,30,6,15,3.757219564,1
3430,89,7,24,5.330388459,1
8405,45,7,22,6.714820358,1
7665,45,8,19,4.452122203,1
8280,45,7,18,3.070502501,1
4977,45,7,21,6.757055414,1
4344,45,7,18,3.115867206,1
7040,45,9,23,3.1158846,1
5871,45,4,25,4.670034931,1
9897,45,8,22,5.631632714,1
9706,45,6,18,5.636296342,1
6515,45,5,21,3.279236987,1
3489,45,4,25,4.919492337,1
1852,45,4,17,3.153874511,1
2121,45,4,18,4.310065389,1
6656,28,7,19,6.42123516,1
7209,46,4,20,5.714602155,1
4375,46,8,20,6.202281373,1
9749,46,8,19,4.822871218,1
1159,46,7,21,4.414158568,1
7584,46,7,16,3.285464719,1
4374,46,6,20,4.125477605,1
3237,46,6,23,4.056997603,1
7631,46,6,19,5.574612453,1
2145,32,7,24,3.503018625,1
5270,38,6,18,3.780922456,1
2187,46,4,24,3.038127384,1
4217,58,7,15,5.626855484,1
8917,63,9,22,4.017402855,1
4170,47,4,17,4.341337307,1
6633,47,8,21,5.222477801,1
7920,10,9,24,6.964614016,1
1997,47,7,20,3.281653233,1
7516,47,8,22,6.668898693,1
6473,47,5,18,5.926925882,1
2040,47,6,21,4.224498636,1
4492,47,5,20,4.199231043,1
5235,47,7,24,6.589986491,1
5978,47,5,25,6.087151756,1
1375,47,4,18,4.208351269,1
8763,47,4,19,6.496213895,1
9558,48,12,15,3.443948234,1
6006,48,12,21,3.293845645,1
1374,48,12,17,3.11460092,1
7900,48,12,16,4.722635383,1
1616,48,12,25,4.827412971,1
1898,48,12,25,3.172079514,1
5713,48,12,22,4.520856543,1
1147,48,12,20,5.617055327,1
2733,48,12,22,5.708595073,1
7743,48,12,17,5.335664957,1
4520,48,12,23,4.682425832,1
9452,48,12,23,4.385819145,1
3468,48,12,21,6.677403321,1
4195,48,12,15,6.392637314,1
3157,48,12,24,6.262491985,1
1507,48,12,17,3.947672757,1
3396,48,12,16,3.06989983,1
7685,48,12,25,3.988863725,1
3120,48,12,21,4.056266955,1
7497,48,12,25,6.350739348,1
2019,48,12,20,6.229759282,1
4435,48,12,19,6.840051361,1
4665,48,12,22,6.291304923,1
5281,48,12,20,3.042625997,1
3624,48,12,25,6.844693876,1
7537,48,12,16,3.427152083,1
2397,48,12,22,5.729342978,1
3941,48,12,25,4.468163749,1
4432,48,12,18,5.413422648,1
2841,48,12,24,4.48935896,1
2768,48,12,23,3.553244298,1
5574,48,12,24,6.072723554,1
3831,48,12,24,5.155488216,1
6970,48,12,24,5.088120249,1
4607,48,12,19,3.753570603,1
3572,48,12,15,4.841100409,1
2110,48,12,17,4.499806071,1
9690,48,12,22,3.065478523,1
4181,48,12,18,6.288563628,1
7045,48,12,22,4.579669435,1
1862,48,12,21,6.688194936,1
2097,48,12,18,6.288563427,1
4793,48,12,16,5.254260467,1
3268,48,12,16,3.512250706,1
5007,48,12,23,5.428489775,1
8540,48,12,15,3.824976113,1
2743,48,12,18,3.89720754,1
8020,48,12,17,3.344907337,1
5547,48,12,19,5.857355084,1
8254,48,12,16,4.276071384,1
3050,48,12,16,3.959466869,1
6061,48,12,18,5.458563116,1
6222,68,12,41,4.95342139,0
3008,48,12,19,5.386728377,1
1003,38,15,14,6.827595349,0
2830,48,12,17,6.056631609,1
5988,87,9,50,6.764626046,0
2780,57,8,28,5.863635189,0
3950,37,4,47,4.243330639,0
6305,48,12,17,3.225379621,1
9998,48,12,19,3.265986853,1
3206,48,12,23,4.959082968,1
9426,23,15,28,6.926066511,0
9288,24,8,8,5.35817486,0
6570,80,10,11,5.992746885,0
9840,48,15,14,4.086678852,0
1199,29,11,9,3.845323952,0
8491,48,12,22,4.907135946,1
8356,99,7,16,3.55293232,0
6955,86,5,21,3.49249896,0
4958,48,14,21,5.681302784,0
8261,33,7,41,6.489743522,0
5650,48,12,20,4.534990812,1
6106,48,12,20,4.648665845,1
1736,97,13,40,5.957833784,0
2209,48,12,16,6.435330242,1
7162,45,11,8,6.262530553,0
5272,92,15,7,5.091431942,0
1462,48,12,21,6.541596432,1
7272,78,10,48,3.906603275,0
7072,52,8,5,4.926880335,0
4423,83,15,6,5.936632155,0
9326,68,14,16,4.025103217,0
5135,48,12,22,5.60834753,1
4319,48,12,20,6.582421129,1
2266,75,7,13,5.578494652,0
8590,56,14,48,5.057629786,0
8316,89,9,38,3.124384365,0
6078,48,12,20,5.978395354,1
6114,46,15,45,4.99253011,0
2205,12,13,50,6.089488599,0
1882,36,10,25,5.654417088,0
7134,33,11,48,6.070644576,0
4981,75,7,50,3.594430786,0
3302,48,9,27,5.579114454,0
5465,49,4,25,3.15055208,0
7370,29,14,25,3.333438284,0
5371,12,6,43,5.360968883,0
3263,14,12,45,4.977443656,0
5560,46,4,25,3.810252254,0
1205,98,6,50,5.973148859,0
6748,42,6,43,3.894562473,0
6174,63,10,22,3.988000584,0
2798,70,12,31,4.887249332,0
8932,48,12,16,3.477982027,1
4797,92,10,20,6.813029474,0
1856,13,11,13,6.071053268,0
5995,46,15,45,6.890826837,0
6453,48,12,19,4.304838157,1
2481,48,12,24,4.902543106,1
3231,99,11,45,6.995122111,0
9254,58,8,31,5.199712236,0
5750,59,14,14,4.290916023,0
2571,48,12,19,5.576300701,1
9470,28,15,46,5.254034058,0
2175,50,13,8,6.182632858,0
8586,82,5,38,4.828659283,0
8135,99,9,9,4.24927092,0
4380,55,4,48,5.999016811,0
4390,48,12,22,6.760110893,1
8277,77,7,39,3.868737279,0
9224,86,14,42,4.031457454,0
2767,14,4,12,5.389320981,0
6702,56,12,17,4.481761617,0
6863,26,4,36,5.233618201,0
6129,48,12,22,3.227554677,1
1592,20,10,32,6.705667761,0
2958,41,9,40,4.196592072,0
9233,24,4,45,6.047306578,0
5527,86,11,32,5.615667121,0
1969,44,12,19,4.573807494,0
6325,17,8,19,3.61965293,0
5908,53,9,13,3.023305622,0
4506,48,12,21,6.293808691,1
7552,60,5,39,3.278121003,0
9727,48,12,20,3.778637862,1
1925,14,9,37,4.530815262,0
6989,48,12,18,3.389960272,1
2665,93,4,47,6.300617083,0
4482,86,5,46,6.241869985,0
4843,48,12,18,6.060676568,1
9163,96,10,19,3.898020912,0
4458,97,14,27,3.836829237,0
7870,30,7,22,5.479817569,0
8502,16,13,7,4.147889325,0
7462,14,11,30,5.964044404,0
9264,35,11,18,6.548078975,0
9839,48,12,16,5.525416358,1
